order_id,side,symbol,price,qty
529,ASK,GOOGL,154.76,1
530,BID,GOOGL,150.06,4
531,ASK,GOOGL,149.02,4
532,BID,GOOGL,146.03,1
533,ASK,GOOGL,148.08,4
534,ASK,GOOGL,152.74,1
535,BID,GOOGL,146.21,5
536,BID,GOOGL,147.44,3
537,ASK,GOOGL,148.99,5
538,BID,GOOGL,147.62,3
539,BID,GOOGL,148.51,3
540,BID,GOOGL,145.23,2
541,ASK,GOOGL,149.31,3
542,BID,GOOGL,149.85,1
543,BID,GOOGL,148.81,2
544,BID,GOOGL,151.28,4
545,ASK,GOOGL,152.95,3
546,BID,GOOGL,146.27,2
547,ASK,GOOGL,151.68,1
548,BID,GOOGL,151.78,4
549,ASK,GOOGL,154.5,4
550,BID,GOOGL,146.35,4
551,ASK,GOOGL,154.28,2
552,BID,GOOGL,147.99,2
553,ASK,GOOGL,153.58,3
554,BID,GOOGL,147.06,4
555,BID,GOOGL,148.81,2
556,ASK,GOOGL,148.65,3
557,BID,GOOGL,149.41,4
558,BID,GOOGL,148.55,1
559,BID,GOOGL,151.09,2
560,ASK,GOOGL,150.9,3
561,ASK,GOOGL,152.68,3
562,ASK,GOOGL,148.2,4
563,ASK,GOOGL,149.53,2
564,ASK,GOOGL,149.48,2
565,ASK,GOOGL,148.62,3
566,BID,GOOGL,145.79,1
567,ASK,GOOGL,151.99,2
568,ASK,GOOGL,153.52,3
569,BID,GOOGL,151.69,4
570,BID,GOOGL,145.89,2
571,ASK,GOOGL,150.14,2
572,ASK,GOOGL,152.08,5
573,ASK,GOOGL,154.15,1
574,BID,GOOGL,151.86,1
575,ASK,GOOGL,150.75,4
576,BID,GOOGL,148.85,3
577,ASK,GOOGL,152.8,5
578,BID,GOOGL,147.97,3
579,BID,GOOGL,148.41,4
580,ASK,GOOGL,148.71,3
581,BID,GOOGL,147.57,4
582,ASK,GOOGL,149.82,3
583,BID,GOOGL,148.88,4
584,ASK,GOOGL,149.42,3
585,BID,GOOGL,147.94,2
586,ASK,GOOGL,153.36,3
587,ASK,GOOGL,153.76,5
588,ASK,GOOGL,153.3,2
589,ASK,GOOGL,153.82,3
590,BID,GOOGL,149.99,4
591,ASK,GOOGL,152.91,5
592,ASK,GOOGL,151.68,4
593,ASK,GOOGL,152.08,5
594,BID,GOOGL,145.35,1
595,ASK,GOOGL,152.94,5
596,BID,GOOGL,150.12,3
597,ASK,GOOGL,150.71,1
598,ASK,GOOGL,154.01,5
599,BID,GOOGL,146.6,1
600,BID,GOOGL,147.78,2
601,BID,GOOGL,146.67,4
602,BID,GOOGL,151.77,4
603,ASK,GOOGL,151.55,4
604,ASK,GOOGL,153.19,5
605,ASK,GOOGL,149.58,5
606,BID,GOOGL,150.91,2
607,ASK,GOOGL,149.38,1
608,BID,GOOGL,146.5,2
609,ASK,GOOGL,154.25,1
610,ASK,GOOGL,152.77,5
611,BID,GOOGL,146.09,3
612,BID,GOOGL,149.45,4
613,BID,GOOGL,148.08,1
614,ASK,GOOGL,150.03,1
615,ASK,GOOGL,150.38,5
616,ASK,GOOGL,153.79,3
617,BID,GOOGL,148.22,4
618,ASK,GOOGL,150.27,1
619,BID,GOOGL,150.09,4
620,BID,GOOGL,149.32,4
621,ASK,GOOGL,152.65,5
622,BID,GOOGL,148.25,4
623,ASK,GOOGL,148.61,1
624,BID,GOOGL,147.76,4
625,ASK,GOOGL,152.16,5
626,BID,GOOGL,148.86,1
627,BID,GOOGL,148.53,3
628,BID,GOOGL,148.98,5
629,BID,GOOGL,146.73,5
630,ASK,GOOGL,154.16,5
631,ASK,GOOGL,150.66,1
632,BID,GOOGL,147.97,5
633,ASK,GOOGL,153.31,3
634,ASK,GOOGL,150.97,2
635,ASK,GOOGL,150.7,4
636,BID,GOOGL,150.83,3
637,BID,GOOGL,145.13,3
638,ASK,GOOGL,150.2,1
639,ASK,GOOGL,148.66,3
640,BID,GOOGL,149.78,4
641,BID,GOOGL,150.41,5
642,ASK,GOOGL,149.44,4
643,BID,GOOGL,145.03,3
644,BID,GOOGL,145.67,2
645,BID,GOOGL,146.28,3
646,ASK,GOOGL,148.97,3
647,BID,GOOGL,147.64,2
648,ASK,GOOGL,154.5,4
649,BID,GOOGL,145.35,3
650,ASK,GOOGL,154.6,2
651,BID,GOOGL,147.01,2
652,ASK,GOOGL,151.18,4
653,BID,GOOGL,145.79,5
654,ASK,GOOGL,149.08,3
655,ASK,GOOGL,151.64,1
656,BID,GOOGL,151.27,3
657,ASK,GOOGL,148.43,5
658,ASK,GOOGL,151.13,2
659,ASK,GOOGL,150.24,2
660,ASK,GOOGL,151.08,2
661,ASK,GOOGL,148.12,5
662,BID,GOOGL,148.02,2
663,ASK,GOOGL,151.74,5
664,ASK,GOOGL,154.78,3
665,ASK,GOOGL,150.76,4
666,BID,GOOGL,150.39,5
667,BID,GOOGL,146.68,3
668,BID,GOOGL,147.97,3
669,ASK,GOOGL,149.07,1
670,ASK,GOOGL,151.34,3
671,BID,GOOGL,151.1,3
672,BID,GOOGL,146.19,4
673,ASK,GOOGL,148.81,3
674,BID,GOOGL,148.6,5
675,BID,GOOGL,150.92,2
676,BID,GOOGL,147.19,2
677,BID,GOOGL,151.91,2
678,BID,GOOGL,150.07,1
679,BID,GOOGL,148.88,4
680,ASK,GOOGL,149.57,1
681,ASK,GOOGL,152.04,2
682,ASK,GOOGL,153.78,4
683,ASK,GOOGL,151.66,3
684,BID,GOOGL,148.21,4
685,BID,GOOGL,146.09,4
686,ASK,GOOGL,154.35,1
687,ASK,GOOGL,154.94,5
688,BID,GOOGL,146.48,1
689,ASK,GOOGL,151.42,1
690,BID,GOOGL,146.59,3
691,BID,GOOGL,145.54,4
692,ASK,GOOGL,154.41,5
693,BID,GOOGL,151.15,4
694,ASK,GOOGL,154.04,1
695,BID,GOOGL,149.94,5
696,BID,GOOGL,146.75,5
697,BID,GOOGL,149.29,2
698,ASK,GOOGL,154.28,2
699,ASK,GOOGL,148.35,3
700,BID,GOOGL,147.43,3
701,BID,GOOGL,145.73,1
702,ASK,GOOGL,153.79,1
703,BID,GOOGL,145.07,3
704,ASK,GOOGL,153.41,2
705,ASK,GOOGL,153.1,5
706,BID,GOOGL,151.77,3
707,ASK,GOOGL,152.77,3
708,BID,GOOGL,151.01,5
709,ASK,GOOGL,153.23,5
710,BID,GOOGL,147.65,3
711,BID,GOOGL,145.43,1
712,BID,GOOGL,148.0,3
713,BID,GOOGL,146.36,1
714,ASK,GOOGL,152.5,5
715,ASK,GOOGL,151.85,2
716,ASK,GOOGL,148.53,1
717,BID,GOOGL,146.43,1
718,BID,GOOGL,149.8,3
719,BID,GOOGL,147.65,1
720,ASK,GOOGL,150.85,3
721,ASK,GOOGL,151.08,4
722,ASK,GOOGL,153.43,2
723,ASK,GOOGL,148.86,3
724,BID,GOOGL,147.55,1
725,BID,GOOGL,149.87,5
726,ASK,GOOGL,151.13,1
727,BID,GOOGL,149.64,1
728,BID,GOOGL,149.91,1
729,ASK,GOOGL,151.61,1
730,ASK,GOOGL,148.68,1
731,BID,GOOGL,148.35,4
732,BID,GOOGL,150.02,3
733,BID,GOOGL,147.05,2
734,BID,GOOGL,149.09,1
735,ASK,GOOGL,154.84,1
736,ASK,GOOGL,148.53,1
737,ASK,GOOGL,154.62,2
738,BID,GOOGL,149.12,5
739,BID,GOOGL,148.33,4
740,BID,GOOGL,149.05,3
741,BID,GOOGL,150.81,1
742,ASK,GOOGL,154.97,2
743,ASK,GOOGL,149.68,1
744,BID,GOOGL,148.57,4
745,BID,GOOGL,148.44,1
746,BID,GOOGL,145.86,1
747,BID,GOOGL,145.41,4
748,BID,GOOGL,150.82,1
749,ASK,GOOGL,152.9,4
750,BID,GOOGL,146.65,4
751,ASK,GOOGL,148.35,4
752,ASK,GOOGL,149.21,5
753,BID,GOOGL,147.62,4
754,ASK,GOOGL,150.81,3
755,ASK,GOOGL,151.87,2
756,BID,GOOGL,150.88,4
757,BID,GOOGL,150.54,1
758,ASK,GOOGL,153.49,4
759,ASK,GOOGL,150.85,4
760,BID,GOOGL,145.05,4
761,BID,GOOGL,145.21,1
762,BID,GOOGL,146.53,3
763,BID,GOOGL,145.07,1
764,ASK,GOOGL,151.1,5
765,ASK,GOOGL,153.11,2
766,BID,GOOGL,149.04,3
767,ASK,GOOGL,152.44,1
768,BID,GOOGL,146.82,1
769,ASK,GOOGL,148.89,4
770,ASK,GOOGL,152.82,5
771,ASK,GOOGL,152.62,3
772,ASK,GOOGL,154.47,5
773,ASK,GOOGL,150.32,5
774,ASK,GOOGL,149.91,4
775,BID,GOOGL,149.25,2
776,ASK,GOOGL,150.37,3
777,BID,GOOGL,150.36,3
778,BID,GOOGL,148.73,4
779,BID,GOOGL,148.9,3
780,ASK,GOOGL,151.49,5
781,ASK,GOOGL,154.56,4
782,BID,GOOGL,146.12,4
783,BID,GOOGL,150.37,1
784,ASK,GOOGL,153.08,5
785,ASK,GOOGL,152.03,2
786,BID,GOOGL,147.27,2
787,BID,GOOGL,145.04,3
788,BID,GOOGL,148.65,4
789,BID,GOOGL,151.61,3
790,BID,GOOGL,145.7,4
791,ASK,GOOGL,154.34,5
792,BID,GOOGL,147.59,3
793,BID,GOOGL,148.94,4
794,BID,GOOGL,147.4,5
795,BID,GOOGL,146.94,2
796,BID,GOOGL,151.73,1
