timestamp,action,symbol,price,qty
1549,SELL,RXC,126.79,2
1551,SELL,SSK,113.81,1
1555,SELL,SRBQ,118.32,6
1559,CANCEL,ACGP,199.96,10
1566,BUY,GGO,149.62,9
1573,BUY,RVU,124.42,4
1580,SELL,SSK,196.34,3
1590,BUY,RVU,121.21,9
1593,SELL,RXC,167.63,8
1597,BUY,PSBF,154.21,7
1599,BUY,FYW,131.02,4
1602,BUY,QJJF,169.44,9
1603,BUY,GGO,131.07,6
1610,BUY,SSK,143.16,4
1617,BUY,VUK,169.27,5
1620,SELL,FYW,152.14,8
1626,BUY,RVU,195.53,1
1627,BUY,PVAU,176.01,7
1630,BUY,PVAU,158.52,8
1635,BUY,PSBF,127.88,9
1643,BUY,RXC,106.85,3
1652,SELL,FYW,186.86,6
1658,SELL,PSBF,182.21,10
1668,SELL,RXC,161.91,5
1672,SELL,IEYI,133.01,2
1677,BUY,PVAU,124.38,2
1684,BUY,EJZ,174.12,9
1685,SELL,FYW,154.41,4
1691,BUY,TLPJ,157.45,3
1697,BUY,VUK,183.84,1
1707,SELL,FYW,105.84,10
1709,SELL,PSBF,117.89,4
1716,BUY,GGO,144.7,6
1724,SELL,ZWWJ,110.23,1
1734,BUY,QJJF,199.98,2
1741,SELL,GGO,166.27,6
1748,SELL,VUK,172.81,5
1752,SELL,EJZ,196.87,6
1753,BUY,AHF,160.92,2
1763,SELL,RXC,133.64,1
1767,SELL,PSBF,189.02,5
1774,BUY,ZWWJ,172.1,7
1777,SELL,QJJF,118.82,9
1781,BUY,FMXQ,151.66,3
1786,BUY,QJJF,153.78,5
1795,BUY,VUK,101.78,1
1801,BUY,ACGP,186.91,4
1809,SELL,EJZ,154.53,10
1818,SELL,JJI,150.98,5
1826,SELL,EJZ,128.72,2
1835,BUY,VUK,195.84,3
1845,SELL,USNZ,169.64,9
1855,SELL,CHQX,196.99,4
1862,CANCEL,SRBQ,105.32,9
1868,SELL,RVU,183.09,4
1878,SELL,SRBQ,129.16,5
1885,BUY,RVU,124.37,4
1890,CANCEL,CHQX,182.47,2
1891,BUY,EJZ,193.59,2
1895,CANCEL,ACGP,140.4,10
1904,BUY,ZWWJ,122.04,10
1912,BUY,TLPJ,167.98,7
1915,BUY,AHF,154.76,6
1925,SELL,RVU,141.87,2
1933,SELL,IEYI,181.77,5
1934,BUY,SSK,126.41,1
1940,SELL,QJJF,185.22,4
1943,SELL,JJI,114.12,1
1944,SELL,SSK,168.14,10
1946,SELL,VUK,156.79,3
1948,SELL,RVU,114.87,3
1955,SELL,PVAU,175.74,2
1962,SELL,EJZ,154.79,7
1965,BUY,CHQX,107.69,8
1970,BUY,VUK,121.11,1
1973,BUY,VUK,127.7,10
1974,BUY,RVU,172.02,3
1980,BUY,GGO,169.8,4
1982,BUY,CHQX,199.97,7
1990,BUY,FYW,148.83,7
1997,CANCEL,EJZ,193.76,8
2001,SELL,SRBQ,141.32,6
2006,BUY,TLPJ,152.46,10
2012,SELL,ACGP,100.42,1
2020,SELL,GGO,157.13,2
2025,SELL,IEYI,119.5,1
2028,SELL,EJZ,187.67,10
2034,BUY,AHF,107.58,5
2043,SELL,IEYI,199.27,6
2050,BUY,USNZ,101.73,2
2051,BUY,USNZ,173.51,2
2055,SELL,FMXQ,117.59,9
2063,BUY,QJJF,152.82,9
2070,SELL,PSBF,146.5,1
2076,BUY,SSK,153.2,3
2077,SELL,ZWWJ,175.88,4
2078,SELL,ACGP,196.63,7
2088,SELL,GGO,130.13,9
2096,SELL,RVU,149.62,4
2101,SELL,PVAU,119.5,5
2111,BUY,SRBQ,142.23,7
2114,BUY,RXC,169.72,1
2115,BUY,IEYI,196.61,1
2121,SELL,JJI,101.26,3
2126,CANCEL,QJJF,117.67,8
2133,SELL,PSBF,192.75,5
2141,BUY,SRBQ,191.19,2
2146,BUY,TLPJ,138.5,6
2153,SELL,PSBF,166.08,1
2158,SELL,TLPJ,124.62,2
2163,SELL,QJJF,199.03,3
2172,SELL,JJI,117.75,5
2175,BUY,QJJF,141.89,3
2176,BUY,SSK,124.26,5
2178,SELL,VUK,169.81,2
2185,BUY,PSBF,103.23,7
2186,BUY,ZWWJ,187.72,4
2192,BUY,QJJF,184.11,9
2197,BUY,USNZ,181.81,3
2199,CANCEL,FYW,143.42,1
2207,SELL,AHF,162.4,10
2216,BUY,SSK,171.63,8
2226,BUY,FYW,197.06,6
2236,SELL,ACGP,156.3,10
2240,CANCEL,USNZ,116.44,5
2246,BUY,AHF,154.53,1
2249,CANCEL,FMXQ,105.65,6
2253,BUY,RXC,112.32,6
2262,SELL,SSK,140.88,3
2264,SELL,PSBF,145.4,10
2269,SELL,USNZ,161.26,2
2270,BUY,USNZ,106.52,2
2279,SELL,JJI,198.08,2
2287,SELL,EJZ,195.62,4
2293,SELL,PVAU,138.39,2
2301,SELL,ACGP,169.36,9
2302,BUY,TLPJ,118.01,5
2312,BUY,PVAU,120.26,10
2319,SELL,ACGP,150.22,1
2324,SELL,VUK,138.96,6
2332,BUY,CHQX,155.78,10
2337,BUY,PVAU,167.28,4
2344,SELL,RXC,151.01,8
2351,SELL,USNZ,140.71,3
2352,SELL,FYW,105.19,3
2356,SELL,PVAU,164.14,10
2362,SELL,VUK,156.56,10
2369,SELL,CHQX,186.32,9
2376,CANCEL,PSBF,130.91,9
2385,SELL,QJJF,147.85,2
2389,BUY,PSBF,100.43,9
2396,BUY,FYW,195.91,7
2404,BUY,USNZ,153.66,6
2410,BUY,RVU,112.47,3
2416,BUY,USNZ,198.07,10
2424,BUY,PVAU,112.7,8
2426,SELL,USNZ,159.79,1
2431,SELL,ACGP,118.54,3
2440,SELL,PVAU,177.85,9
2445,BUY,FMXQ,132.73,8
2446,SELL,ZWWJ,153.47,1
2453,SELL,CHQX,108.63,7
2463,SELL,SSK,121.31,8
2464,BUY,RVU,106.16,3
2469,SELL,AHF,122.02,2
2475,BUY,ZWWJ,171.88,6
2478,BUY,GGO,199.91,7
2487,CANCEL,SSK,109.49,10
2495,BUY,ACGP,167.8,7
2504,SELL,PSBF,155.85,7
2509,SELL,EJZ,102.16,6
2518,CANCEL,CHQX,185.73,6
2524,SELL,JJI,124.28,9
2530,SELL,VUK,134.39,2
2532,BUY,ZWWJ,179.27,1
2535,SELL,IEYI,141.19,10
2536,SELL,TLPJ,179.4,4
2543,BUY,RXC,150.35,6
2548,BUY,RXC,145.99,8
2549,SELL,SSK,181.06,5
2552,SELL,ACGP,164.03,5
2559,CANCEL,SRBQ,136.22,2
2566,CANCEL,PVAU,170.23,9
2572,SELL,PSBF,196.63,7
2579,BUY,EJZ,116.72,4
2581,BUY,CHQX,199.41,1
2590,SELL,EJZ,126.83,7
2597,BUY,AHF,176.75,8
2599,SELL,FMXQ,183.14,1
2602,CANCEL,PSBF,114.5,9
2603,BUY,GGO,178.87,2
2610,BUY,JJI,101.04,3
2616,SELL,CHQX,103.33,2
2618,SELL,VUK,100.59,4
2623,SELL,SRBQ,147.86,10
2626,SELL,IEYI,198.77,10
2630,SELL,EJZ,163.11,8
2633,BUY,RVU,145.03,7
2635,SELL,QJJF,177.04,2
2640,SELL,PVAU,102.06,2
2641,SELL,GGO,161.06,8
2647,SELL,RVU,199.48,5
2655,SELL,ZWWJ,132.5,7
2663,SELL,FYW,103.01,9
2669,BUY,CHQX,147.54,8
2676,CANCEL,CHQX,119.57,3
2682,CANCEL,IEYI,154.37,6
2684,SELL,IEYI,169.72,1
2689,BUY,PVAU,198.02,8
2698,BUY,PVAU,185.21,3
2699,BUY,IEYI,173.56,3
2702,SELL,CHQX,111.69,9
2707,BUY,ACGP,192.31,9
2711,BUY,IEYI,129.89,8
2713,SELL,EJZ,137.88,6
2720,SELL,SRBQ,119.21,2
2725,BUY,PSBF,134.01,4
2730,BUY,ACGP,178.0,4
2737,SELL,AHF,100.15,4
2739,SELL,SRBQ,166.59,5
2741,BUY,RXC,189.03,2
2749,SELL,PSBF,190.99,8
2751,BUY,GGO,134.35,8
2761,SELL,VUK,151.48,4
2764,SELL,GGO,129.82,3
2768,SELL,PVAU,110.77,9
2770,CANCEL,ACGP,187.41,9
2776,BUY,CHQX,178.48,10
2786,SELL,JJI,140.75,2
2792,SELL,EJZ,141.99,4
2794,BUY,GGO,161.72,9
2804,BUY,EJZ,144.44,4
2810,SELL,QJJF,123.27,10
2813,SELL,CHQX,126.37,9
2818,BUY,ZWWJ,136.47,1
2825,SELL,PVAU,144.83,4
2826,BUY,IEYI,103.8,10
2833,BUY,VUK,192.73,2
2834,BUY,GGO,187.75,5
2842,SELL,SRBQ,153.49,6
2849,BUY,ACGP,102.46,1
2857,BUY,GGO,131.9,7
2859,CANCEL,ACGP,144.44,8
2866,BUY,USNZ,182.92,2
2873,CANCEL,AHF,131.17,8
2874,BUY,PVAU,106.53,2
2877,SELL,JJI,117.07,2
2879,SELL,FMXQ,130.9,2
2884,BUY,FYW,187.63,9
2890,BUY,VUK,137.72,5
2891,SELL,IEYI,167.22,6
2901,BUY,ZWWJ,189.86,2
2902,SELL,FMXQ,190.76,5
2906,SELL,PVAU,172.42,8
2916,SELL,SSK,150.98,4
2925,SELL,PVAU,162.8,6
2932,BUY,SSK,105.53,4
2934,SELL,VUK,130.88,7
2939,CANCEL,QJJF,167.06,6
2948,SELL,FMXQ,177.25,6
2958,SELL,SRBQ,187.54,7
2968,SELL,VUK,193.06,6
2976,CANCEL,FMXQ,146.34,7
2982,SELL,QJJF,137.27,7
2987,BUY,PSBF,192.11,5
2996,BUY,SRBQ,130.31,2
3003,SELL,ACGP,108.34,10
3012,BUY,ZWWJ,191.73,10
3014,BUY,FYW,115.27,8
3021,BUY,IEYI,102.46,6
3025,BUY,RXC,151.27,1
3031,SELL,RVU,163.1,6
3037,SELL,ZWWJ,186.86,5
3040,SELL,PVAU,146.97,6
3045,BUY,GGO,143.91,1
3048,SELL,ZWWJ,149.28,2
3057,SELL,USNZ,152.51,4
3067,BUY,PSBF,177.09,9
3069,BUY,PVAU,125.6,2
3072,SELL,VUK,137.68,2
3079,BUY,TLPJ,147.52,2
3081,SELL,FYW,159.69,6
3083,SELL,GGO,104.96,1
3091,BUY,RXC,152.28,6
3093,BUY,SSK,148.01,1
3101,SELL,SSK,127.43,9
3110,CANCEL,IEYI,116.29,8
3116,SELL,CHQX,148.55,7
3118,SELL,TLPJ,129.8,9
3125,SELL,TLPJ,172.77,7
3132,SELL,JJI,186.72,8
3134,SELL,AHF,164.35,7
3143,BUY,RVU,102.97,10
3145,BUY,ACGP,126.17,1
3147,SELL,CHQX,162.46,5
3155,BUY,SSK,167.84,6
3161,SELL,USNZ,170.87,6
3170,SELL,ACGP,198.91,6
3175,CANCEL,SRBQ,147.15,5
3181,BUY,FMXQ,146.2,9
3183,BUY,FYW,134.77,8
3190,SELL,JJI,145.66,8
3197,SELL,QJJF,191.47,6
3199,BUY,PSBF,132.82,4
3205,BUY,USNZ,147.41,6
3212,BUY,ZWWJ,190.99,1
3214,BUY,AHF,192.39,4
3220,SELL,AHF,148.6,7
3222,CANCEL,EJZ,172.05,10
3230,SELL,PVAU,129.02,7
3233,BUY,PVAU,175.32,6
3236,BUY,AHF,126.33,4
3239,CANCEL,IEYI,144.7,5
3247,SELL,VUK,121.77,3
3251,BUY,RVU,116.0,10
3260,SELL,ZWWJ,110.45,5
3265,SELL,RVU,112.11,10
3269,SELL,USNZ,125.94,10
3278,BUY,ZWWJ,115.0,3
3279,CANCEL,QJJF,173.32,7
3288,SELL,AHF,198.03,4
3290,SELL,USNZ,102.13,2
3294,SELL,EJZ,106.69,6
3301,BUY,SRBQ,122.23,2
3303,SELL,AHF,166.62,8
3308,BUY,USNZ,128.8,10
3316,BUY,VUK,143.34,4
3321,SELL,JJI,199.47,10
3323,SELL,FYW,108.73,6
3327,SELL,AHF,113.02,5
3332,SELL,SSK,190.6,1
3333,SELL,RXC,138.82,5
3337,BUY,RXC,103.84,10
3340,SELL,USNZ,139.75,10
3346,BUY,FYW,183.86,3
3355,SELL,SSK,118.01,1
3358,SELL,USNZ,198.47,7
3364,BUY,AHF,191.99,8
3373,SELL,JJI,123.02,10
3379,BUY,FMXQ,162.34,1
3387,BUY,USNZ,164.03,2
3396,SELL,TLPJ,116.05,5
3399,BUY,CHQX,108.81,5
3400,BUY,AHF,102.58,3
3401,SELL,FMXQ,132.76,1
3407,BUY,FMXQ,113.15,6
3413,SELL,QJJF,146.59,4
3415,CANCEL,EJZ,160.15,8
3420,BUY,CHQX,155.71,6
3426,BUY,CHQX,190.09,10
3431,CANCEL,PVAU,158.23,4
3437,SELL,AHF,133.89,2
3443,SELL,JJI,167.54,8
3447,SELL,EJZ,107.98,1
3448,SELL,SSK,115.7,3
3455,SELL,ZWWJ,104.61,1
3465,SELL,IEYI,170.94,2
3475,SELL,PSBF,173.59,2
3485,BUY,FYW,186.46,3
3488,BUY,QJJF,198.83,6
3498,BUY,FYW,112.25,9
3508,BUY,IEYI,184.71,6
3511,BUY,ACGP,157.79,3
3521,CANCEL,QJJF,164.46,4
3526,SELL,JJI,108.06,6
3535,BUY,QJJF,128.87,9
3543,BUY,RVU,142.19,3
3546,SELL,PVAU,194.76,9
3556,BUY,CHQX,173.73,6
3560,BUY,TLPJ,109.3,8
3565,BUY,GGO,123.14,1
3566,SELL,QJJF,141.34,4
3576,BUY,USNZ,194.52,3
3586,BUY,TLPJ,139.32,6
3591,BUY,AHF,122.11,8
3592,SELL,AHF,200.0,7
3602,BUY,QJJF,130.35,6
3607,BUY,EJZ,131.64,9
3612,CANCEL,USNZ,122.93,5
3613,SELL,EJZ,191.1,10
3623,SELL,AHF,197.57,3
3628,BUY,FYW,117.07,8
3629,SELL,FYW,155.83,10
3631,SELL,FMXQ,105.25,10
3639,SELL,SRBQ,136.62,7
3649,BUY,RVU,143.58,4
3659,SELL,QJJF,112.0,2
3662,BUY,FYW,111.08,2
3670,BUY,ACGP,190.46,4
3678,BUY,CHQX,102.74,5
3684,BUY,PSBF,122.4,4
3694,SELL,FYW,139.13,3
3701,CANCEL,AHF,100.34,1
3708,BUY,TLPJ,175.07,2
3715,BUY,RVU,171.08,9
3722,SELL,FMXQ,103.94,6
3732,SELL,AHF,165.23,4
3736,BUY,PSBF,136.15,7
3744,CANCEL,QJJF,125.39,10
3753,SELL,PVAU,182.25,4
3759,BUY,TLPJ,128.76,6
3762,SELL,FYW,150.57,1
3768,SELL,VUK,150.55,1
3777,BUY,SRBQ,111.64,5
3778,BUY,ACGP,139.79,5
3787,BUY,IEYI,132.74,7
3793,BUY,QJJF,183.78,4
3794,BUY,EJZ,141.26,10
3801,BUY,EJZ,118.07,5
3808,SELL,VUK,179.04,7
3811,BUY,QJJF,149.99,5
3820,CANCEL,AHF,156.48,5
3822,BUY,ZWWJ,113.3,6
3832,SELL,TLPJ,102.17,4
3838,SELL,FMXQ,127.33,3
3843,BUY,USNZ,165.58,10
3851,SELL,ZWWJ,118.08,2
3857,BUY,RXC,162.98,1
3861,SELL,RXC,130.2,2
3865,BUY,FYW,129.97,4
3869,SELL,SSK,188.88,6
3879,SELL,EJZ,185.76,3
3887,SELL,PVAU,132.8,3
3895,SELL,SRBQ,199.98,7
3896,SELL,TLPJ,147.1,1
3902,SELL,AHF,168.72,2
3903,BUY,JJI,126.81,2
3913,SELL,PSBF,182.79,6
3923,BUY,VUK,136.26,10
3925,SELL,PVAU,101.9,3
3928,SELL,PVAU,135.54,1
3934,SELL,ZWWJ,104.07,9
3938,CANCEL,SRBQ,166.02,4
3942,SELL,JJI,163.35,2
3950,BUY,PVAU,171.87,9
3956,SELL,SRBQ,119.58,3
3963,SELL,VUK,110.43,7
3970,BUY,SSK,125.16,4
3974,SELL,RXC,156.79,2
3981,BUY,ZWWJ,101.41,10
3987,SELL,TLPJ,119.89,2
3995,SELL,ACGP,107.54,7
4005,SELL,FMXQ,196.57,10
4011,CANCEL,FYW,109.06,8
4016,BUY,PSBF,167.67,6
4025,SELL,TLPJ,182.9,4
4028,SELL,SRBQ,150.22,10
4038,CANCEL,AHF,173.37,7
4041,BUY,FMXQ,102.27,6
4051,SELL,AHF,195.15,8
4060,BUY,CHQX,170.62,9
4066,SELL,CHQX,190.45,3
4075,SELL,FYW,196.57,4
4081,SELL,EJZ,133.83,10
4082,BUY,EJZ,158.27,1
4085,SELL,CHQX,117.34,6
4095,SELL,CHQX,160.08,4
4101,CANCEL,CHQX,190.32,9
4110,SELL,FYW,157.51,5
4118,BUY,RVU,158.34,3
4120,BUY,ZWWJ,129.37,6
4129,BUY,FYW,199.24,8
4130,BUY,SRBQ,186.44,10
4131,SELL,TLPJ,106.11,10
4137,BUY,PVAU,104.55,3
4146,BUY,GGO,144.19,2
4147,BUY,JJI,179.89,2
4150,BUY,TLPJ,186.79,1
4160,BUY,RXC,135.14,5
4169,SELL,EJZ,110.64,3
4178,BUY,ZWWJ,157.62,5
4188,BUY,AHF,150.07,1
4196,SELL,QJJF,125.4,8
4202,BUY,RXC,115.19,4
4212,BUY,QJJF,116.86,9
4221,BUY,PVAU,102.9,2
4228,BUY,FMXQ,114.16,10
4233,BUY,USNZ,186.99,2
4239,BUY,PSBF,157.56,1
4244,SELL,ZWWJ,194.36,7
4245,BUY,SRBQ,184.92,5
4251,BUY,ACGP,146.07,1
4256,BUY,SSK,170.43,6
4264,BUY,QJJF,185.62,5
4272,BUY,FMXQ,188.61,5
4276,BUY,TLPJ,194.03,1
4284,SELL,GGO,155.95,1
4294,SELL,VUK,185.01,8
4297,BUY,PVAU,183.96,5
4304,SELL,FYW,112.88,10
4306,SELL,GGO,112.37,1
4311,BUY,RVU,126.74,2
4318,SELL,TLPJ,144.32,10
4327,SELL,ACGP,157.51,2
4330,SELL,SSK,135.39,6
4334,BUY,FMXQ,199.9,7
4338,BUY,SRBQ,125.13,6
4347,SELL,ZWWJ,179.34,4
4348,CANCEL,ZWWJ,140.51,1
4351,SELL,RVU,186.51,9
4354,SELL,RVU,116.81,10
4363,CANCEL,ACGP,142.79,10
4369,BUY,PVAU,105.93,3
4373,SELL,EJZ,111.98,1
4380,SELL,PSBF,184.98,8
4383,BUY,FYW,127.26,4
4393,BUY,SSK,151.98,8
4394,SELL,GGO,194.59,9
4399,BUY,RVU,189.79,1
4402,SELL,SRBQ,189.29,4
4407,SELL,EJZ,133.84,1
4409,SELL,GGO,150.01,5
4410,BUY,USNZ,144.19,8
4415,BUY,CHQX,166.14,10
4419,BUY,QJJF,194.13,1
4429,SELL,RVU,114.47,1
4438,BUY,CHQX,186.91,2
4445,BUY,RXC,138.51,9
4454,SELL,USNZ,164.61,7
4457,BUY,RVU,153.2,8
4461,SELL,TLPJ,197.08,6
4466,SELL,ACGP,160.18,5
4476,BUY,ACGP,120.78,2
4483,SELL,RXC,165.06,8
4492,BUY,VUK,125.62,5
4495,BUY,JJI,142.04,5
4502,CANCEL,EJZ,101.18,5
4506,BUY,PVAU,109.2,7
4514,BUY,PSBF,102.44,1
4515,SELL,SRBQ,151.11,7
4521,BUY,FMXQ,175.03,4
4530,SELL,SRBQ,146.21,6
4534,BUY,CHQX,135.72,10
4535,BUY,QJJF,153.38,8
4536,BUY,CHQX,123.49,6
4538,SELL,JJI,171.47,7
4545,BUY,ZWWJ,128.92,1
4549,SELL,SSK,126.33,8
4559,SELL,AHF,159.85,3
4565,SELL,EJZ,166.22,8
4567,BUY,QJJF,178.21,7
4568,SELL,GGO,151.07,1
4577,BUY,SRBQ,104.05,10
4586,SELL,CHQX,182.02,1
4594,CANCEL,GGO,125.59,9
4599,SELL,VUK,184.07,1
4600,SELL,QJJF,167.98,5
4610,SELL,TLPJ,169.32,8
4620,BUY,QJJF,149.97,7
4624,SELL,ACGP,130.64,4
4634,SELL,PSBF,124.61,1
4639,SELL,AHF,155.07,2
4649,SELL,PVAU,127.14,4
4651,SELL,JJI,153.5,9
4654,BUY,RVU,111.63,6
4656,SELL,JJI,137.54,3
4658,SELL,GGO,180.97,2
4662,CANCEL,PVAU,194.45,10
4671,BUY,EJZ,134.12,4
4679,BUY,VUK,145.68,8
4685,BUY,TLPJ,163.94,10
4690,BUY,EJZ,197.48,6
4693,BUY,USNZ,127.72,9
4701,SELL,EJZ,112.41,2
4702,SELL,FMXQ,188.9,9
4705,CANCEL,FMXQ,139.98,9
4708,BUY,AHF,112.68,6
4714,SELL,RXC,191.78,7
4720,CANCEL,USNZ,153.34,5
4728,BUY,PSBF,149.75,4
4732,SELL,GGO,159.59,10
4736,BUY,SSK,117.48,1
4738,SELL,ZWWJ,108.38,7
4742,SELL,RXC,129.07,7
4750,SELL,VUK,147.05,3
4758,SELL,ACGP,190.41,7
4759,BUY,RXC,114.56,1
4767,BUY,GGO,179.84,10
4775,BUY,IEYI,191.21,8
4783,BUY,PSBF,199.94,5
4792,BUY,FMXQ,159.8,1
4797,BUY,JJI,102.87,2
4807,BUY,PVAU,140.42,3
4817,SELL,SRBQ,180.5,6
4823,BUY,RVU,193.44,7
4824,SELL,FYW,157.42,10
4833,SELL,USNZ,174.68,8
4843,SELL,RXC,122.36,8
4851,BUY,FMXQ,127.41,4
4853,BUY,AHF,116.2,4
4854,SELL,SRBQ,184.96,7
4863,BUY,SSK,171.5,7
4869,BUY,SSK,176.25,2
4877,SELL,SSK,119.41,6
4885,BUY,RVU,167.66,2
4893,BUY,VUK,135.13,7
4894,BUY,QJJF,109.66,4
4902,CANCEL,TLPJ,168.61,3
4906,SELL,ACGP,120.73,8
4914,SELL,SSK,133.96,8
4920,SELL,PVAU,191.23,6
4925,SELL,FMXQ,168.39,6
4930,BUY,ACGP,101.72,9
4939,CANCEL,SSK,194.53,10
4941,BUY,RXC,199.71,4
4950,SELL,GGO,116.69,4
4955,BUY,TLPJ,179.29,2
4958,SELL,USNZ,153.96,6
4963,BUY,PSBF,192.3,4
4968,BUY,TLPJ,183.89,7
4977,SELL,JJI,182.76,7
4983,SELL,TLPJ,190.74,7
4992,BUY,FYW,114.06,5
4998,BUY,PVAU,162.42,7
5005,CANCEL,EJZ,107.96,7
5014,SELL,IEYI,179.22,3
5015,SELL,RXC,172.42,3
5019,BUY,TLPJ,192.95,6
5024,BUY,FYW,176.42,1
5033,SELL,RXC,128.31,8
5042,BUY,GGO,196.45,10
5049,BUY,FYW,119.28,10
5058,SELL,JJI,182.67,9
5059,SELL,GGO,159.74,2
5066,BUY,GGO,193.65,9
5070,SELL,TLPJ,170.54,1
5073,SELL,FMXQ,160.73,10
5077,SELL,QJJF,153.52,5
5079,BUY,PSBF,146.96,10
5082,SELL,RXC,171.74,5
5092,BUY,JJI,172.14,4
5095,SELL,PVAU,196.25,3
5096,CANCEL,USNZ,150.46,7
5102,BUY,IEYI,188.65,9
5103,BUY,JJI,165.91,6
5112,SELL,JJI,186.83,3
5120,SELL,EJZ,196.07,2
5126,BUY,PSBF,186.44,7
5127,BUY,ACGP,161.3,4
5132,BUY,PVAU,148.18,1
5138,BUY,IEYI,116.02,10
5146,CANCEL,RXC,185.56,5
5155,SELL,FMXQ,114.01,10
5163,SELL,RVU,162.48,1
5164,BUY,GGO,103.81,5
5166,SELL,FMXQ,175.8,1
5167,SELL,SSK,109.53,2
5174,BUY,IEYI,117.51,1
5178,BUY,RXC,149.61,1
5181,SELL,ZWWJ,147.95,7
5188,CANCEL,USNZ,116.16,2
5197,BUY,ACGP,112.2,7
5201,BUY,QJJF,117.38,1
5208,SELL,EJZ,111.16,6
5215,CANCEL,QJJF,116.46,3
5219,SELL,IEYI,164.06,7
5223,CANCEL,JJI,113.68,6
5232,SELL,PVAU,162.29,2
5239,SELL,USNZ,185.56,4
5242,SELL,CHQX,156.78,2
5247,BUY,RXC,160.89,10
5252,SELL,EJZ,155.97,7
5256,BUY,JJI,135.15,2
5266,BUY,EJZ,181.22,8
5267,SELL,PSBF,197.49,9
5272,BUY,VUK,102.06,3
5281,BUY,PVAU,148.69,1
5285,BUY,GGO,151.32,6
5294,SELL,GGO,101.36,3
5295,SELL,AHF,190.95,10
5302,CANCEL,QJJF,187.9,1
5308,SELL,USNZ,161.41,10
5316,SELL,EJZ,160.05,4
5324,SELL,JJI,112.64,2
